timestamp,root_features
2017-11-29 06:30:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 06:35:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 06:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 06:45:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 06:50:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 06:55:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:00:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:05:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:10:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:15:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:20:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:25:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:30:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:35:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:45:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:50:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 07:55:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:00:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:05:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:10:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:15:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:20:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:25:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:30:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:35:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-11-29 08:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-12-05 02:55:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-12-05 05:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-12-08 20:20:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2017-12-08 20:25:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 20:30:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2017-12-08 20:35:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 20:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2017-12-08 20:45:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 20:50:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 20:55:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 21:00:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 21:05:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 21:10:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 21:15:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-08 21:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft']"
2017-12-08 21:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-08 21:30:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-08 21:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-08 21:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2017-12-08 23:20:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-12-09 11:25:00,"['Cyclone_Material_Temp', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_Inlet_Gas_Temp']"
2017-12-12 11:00:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-12-12 11:05:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-12 11:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Material_Temp']"
2017-12-12 11:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2017-12-12 22:05:00,"['Cyclone_cone_draft', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-12-12 23:10:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp']"
2017-12-12 23:30:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-12 23:35:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-12 23:40:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-12 23:45:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-12 23:50:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-12 23:55:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-13 00:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-13 00:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2017-12-13 00:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-13 00:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2017-12-13 00:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-13 00:30:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2017-12-13 15:35:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2017-12-13 15:40:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-13 15:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-13 15:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-13 15:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-14 12:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2017-12-25 06:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2017-12-25 06:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Material_Temp']"
2017-12-25 06:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-25 06:35:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-25 06:40:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-25 06:45:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-25 07:05:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2017-12-25 07:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp']"
2017-12-25 07:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Gas_Outlet_Temp']"
2017-12-25 07:30:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-25 07:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-25 08:00:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-25 08:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft']"
2017-12-25 08:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-25 08:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-25 08:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-25 08:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2017-12-25 08:50:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-25 08:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp']"
2017-12-25 09:00:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-25 09:05:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-25 09:20:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-25 09:50:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp']"
2017-12-27 17:50:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-27 17:55:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-27 18:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-27 18:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-27 18:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-27 18:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-27 18:20:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2017-12-27 20:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2017-12-27 20:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2017-12-27 20:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-27 20:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2017-12-27 20:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2017-12-28 11:15:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-28 11:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-28 11:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2017-12-28 11:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-28 11:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-28 11:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2017-12-28 11:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2017-12-28 14:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-28 14:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Inlet_Gas_Temp']"
2017-12-29 07:10:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2017-12-29 07:30:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-01-01 01:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Inlet_Gas_Temp']"
2018-01-01 01:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-01-01 15:35:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Gas_Outlet_Temp']"
2018-01-01 15:50:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-01-16 11:00:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-01-16 11:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Material_Temp']"
2018-01-16 11:10:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 11:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-01-16 11:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-01-16 15:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Inlet_Gas_Temp']"
2018-01-16 15:20:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 15:25:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 15:30:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 18:45:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-01-16 18:50:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-01-16 18:55:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-01-16 19:00:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-01-16 19:05:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 19:10:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 19:15:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 19:35:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-16 19:40:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-01-30 21:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-01-30 21:40:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-01-30 21:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-01-30 21:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-02-01 13:25:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-01 13:30:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-01 13:35:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-02-01 13:40:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-02-01 16:15:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-02-01 16:45:00,"['Cyclone_cone_draft', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-02-01 16:50:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-02-01 16:55:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-02-01 17:00:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-02-01 17:05:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-02-01 17:10:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-02-01 17:15:00,"['Cyclone_Material_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-02-01 17:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-02-01 17:25:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-01 17:30:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-01 17:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-02-01 17:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-02-01 17:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-02-01 17:50:00,"['Cyclone_cone_draft', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-02-01 17:55:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-02-01 18:00:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-02-01 18:05:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-02-02 08:15:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-02-02 08:25:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-02-02 08:35:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-02-02 08:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-02-02 08:45:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-02-02 08:50:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-02-02 08:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_Gas_Outlet_Temp']"
2018-02-02 09:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-02-02 09:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-02-02 09:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-02-02 09:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-02-02 09:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-02-02 09:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-02-02 09:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-02-02 10:15:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-02 10:20:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-02-06 08:00:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-06 08:05:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-06 08:10:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-06 08:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-02-06 08:25:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-02-11 12:15:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-02-11 12:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-02-11 12:25:00,"['Cyclone_cone_draft', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-02-11 16:00:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-02-11 16:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft']"
2018-02-11 16:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-02-11 16:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-02-11 16:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-02-11 16:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-02-11 16:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-02-11 16:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp']"
2018-02-11 16:45:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-02-11 16:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp']"
2018-02-11 16:55:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-02-11 17:00:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-02-11 17:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Material_Temp']"
2018-02-11 17:10:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
